Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
1,07/22/2011,85.77,3.651,215.4222784,7.962,False
1,07/29/2011,86.83,3.682,215.4834482,7.962,False
1,08/05/2011,91.65,3.684,215.544618,7.962,False
1,08/12/2011,90.76,3.638,215.6057878,7.962,False
1,08/19/2011,89.94,3.554,215.6693107,7.962,False
1,08/26/2011,87.96,3.523,215.7332258,7.962,False
1,09/02/2011,87.83,3.533,215.7971409,7.962,False
1,09/09/2011,76.0,3.546,215.861056,7.962,True
1,09/16/2011,79.94,3.526,216.0410526,7.962,False
1,09/23/2011,75.8,3.467,216.3758246,7.962,False
1,09/30/2011,79.69,3.355,216.7105965,7.962,False
1,10/07/2011,69.31,3.285,217.0453684,7.866,False
1,10/14/2011,71.74,3.274,217.3552733,7.866,False
1,10/21/2011,63.71,3.353,217.5159762,7.866,False
1,10/28/2011,66.57,3.372,217.6766791,7.866,False
1,11/04/2011,54.98,3.332,217.837382,7.866,False
1,11/11/2011,59.11,3.297,217.9980849,7.866,False
1,11/18/2011,62.25,3.308,218.2205088,7.866,False
1,11/25/2011,60.14,3.236,218.4676211,7.866,True
1,12/02/2011,48.91,3.172,218.7147333,7.866,False
1,12/09/2011,43.93,3.158,218.9618456,7.866,False
1,12/16/2011,51.63,3.159,219.1794533,7.866,False
1,12/23/2011,47.96,3.112,219.3577216,7.866,False
1,12/30/2011,44.55,3.129,219.5359898,7.866,True
1,01/06/2012,49.01,3.157,219.7142581,7.348,False
1,01/13/2012,48.53,3.261,219.8925263,7.348,False
1,01/20/2012,54.11,3.268,219.9856893,7.348,False
1,01/27/2012,54.26,3.29,220.0788523,7.348,False
1,02/03/2012,56.55,3.36,220.1720153,7.348,False
1,02/10/2012,48.02,3.409,220.2651783,7.348,True
1,02/17/2012,45.32,3.51,220.4257586,7.348,False
1,02/24/2012,57.25,3.555,220.636902,7.348,False
1,03/02/2012,60.96,3.63,220.8480454,7.348,False
1,03/09/2012,58.76,3.669,221.0591887,7.348,False
1,03/16/2012,64.74,3.734,221.2118132,7.348,False
1,03/23/2012,65.93,3.787,221.2864126,7.348,False
1,03/30/2012,67.61,3.845,221.3610119,7.348,False
1,04/06/2012,70.43,3.891,221.4356112,7.143,False
1,04/13/2012,69.07,3.891,221.5102105,7.143,False
1,04/20/2012,66.76,3.877,221.5640737,7.143,False
1,04/27/2012,67.23,3.814,221.6179368,7.143,False
1,05/04/2012,75.55,3.749,221.6718,7.143,False
1,05/11/2012,73.77,3.688,221.7256632,7.143,False
1,05/18/2012,70.33,3.63,221.742674,7.143,False
1,05/25/2012,77.22,3.561,221.744944,7.143,False
1,06/01/2012,77.95,3.501,221.7472139,7.143,False
1,06/08/2012,78.3,3.452,221.7494839,7.143,False
1,06/15/2012,79.35,3.393,221.7626421,7.143,False
1,06/22/2012,78.39,3.346,221.8030211,7.143,False
1,06/29/2012,84.88,3.286,221.8434,7.143,False
1,07/06/2012,81.57,3.227,221.8837789,6.908,False
1,07/13/2012,77.12,3.256,221.9241579,6.908,False
1,07/20/2012,80.42,3.311,221.9327267,6.908,False
1,07/27/2012,82.66,3.407,221.9412954,6.908,False
1,08/03/2012,86.11,3.417,221.9498642,6.908,False
1,08/10/2012,85.05,3.494,221.9584329,6.908,False
1,08/17/2012,84.85,3.571,222.0384109,6.908,False
1,08/24/2012,77.66,3.62,222.1719457,6.908,False
1,08/31/2012,80.49,3.638,222.3054805,6.908,False
1,09/07/2012,83.96,3.73,222.4390153,6.908,True
1,09/14/2012,74.97,3.717,222.5820193,6.908,False
1,09/21/2012,69.87,3.721,222.7818386,6.908,False
1,09/28/2012,76.08,3.666,222.9816579,6.908,False
1,10/05/2012,68.55,3.617,223.1814772,6.573,False
1,10/12/2012,62.99,3.601,223.3812965,6.573,False
1,10/19/2012,67.97,3.594,223.4257233,6.573,False
1,10/26/2012,69.16,3.506,223.4442513,6.573,False
1,11/02/2012,55.32,3.386,223.4627793,6.573,False
1,11/09/2012,61.24,3.314,223.4813073,6.573,False
1,11/16/2012,52.92,3.252,223.5129105,6.573,False
1,11/23/2012,56.23,3.211,223.5619474,6.573,True
1,11/30/2012,52.34,3.207,223.6109842,6.573,False
1,12/07/2012,64.12,3.198,223.6600211,6.573,False
1,12/14/2012,48.89,3.168,223.7192767,6.573,False
1,12/21/2012,56.02,3.098,223.8398455,6.573,False
1,12/28/2012,44.79,3.108,223.9604143,6.573,True
1,01/04/2013,41.73,3.161,224.080983,6.525,False
1,01/11/2013,50.32,3.243,224.2015518,6.525,False
1,01/18/2013,42.92,3.237,224.2358132,6.525,False
1,01/25/2013,53.37,3.227,224.2355518,6.525,False
1,02/01/2013,56.46,3.244,224.2352903,6.525,False
1,02/08/2013,56.67,3.417,224.2350289,6.525,True
1,02/15/2013,49.66,3.475,224.2760526,6.525,False
1,02/22/2013,50.25,3.597,224.4202895,6.525,False
1,03/01/2013,48.01,3.711,224.5645263,6.525,False
1,03/08/2013,50.81,3.658,224.7087632,6.525,False
1,03/15/2013,55.33,3.622,224.8356808,6.525,False
1,03/22/2013,63.42,3.611,224.9193005,6.525,False
1,03/29/2013,51.0,3.606,225.0029202,6.525,False
1,04/05/2013,58.59,3.583,225.0865399,6.314,False
1,04/12/2013,62.72,3.529,225.1701596,6.314,False
1,04/19/2013,67.1,3.451,225.1701596,6.314,False
1,04/26/2013,59.23,3.417,225.1701596,6.314,False
2,02/05/2010,40.19,2.572,210.7526053,8.324,False
2,02/12/2010,38.49,2.548,210.8979935,8.324,True
2,02/19/2010,39.69,2.514,210.9451605,8.324,False
2,02/26/2010,46.1,2.561,210.9759573,8.324,False
2,03/05/2010,47.17,2.625,211.0067542,8.324,False
2,03/12/2010,57.56,2.667,211.037551,8.324,False
2,03/19/2010,54.52,2.72,210.8733316,8.324,False
2,03/26/2010,51.26,2.732,210.6766095,8.324,False
2,04/02/2010,63.27,2.719,210.4798874,8.2,False
2,04/09/2010,65.41,2.77,210.2831653,8.2,False
2,04/16/2010,68.07,2.808,210.1495463,8.2,False
2,04/23/2010,65.11,2.795,210.1000648,8.2,False
2,04/30/2010,66.98,2.78,210.0505833,8.2,False
2,05/07/2010,71.28,2.835,210.0011018,8.2,False
2,05/14/2010,73.31,2.854,209.9984585,8.2,False
2,05/21/2010,74.83,2.826,210.2768443,8.2,False
2,05/28/2010,81.13,2.759,210.5552301,8.2,False
2,06/04/2010,81.81,2.705,210.833616,8.2,False
2,06/11/2010,83.4,2.668,211.1120018,8.2,False
2,06/18/2010,85.81,2.637,211.1096543,8.2,False
2,06/25/2010,86.26,2.653,210.9950134,8.2,False
2,07/02/2010,82.74,2.669,210.8803726,8.099,False
2,07/09/2010,82.59,2.642,210.7657317,8.099,False
2,07/16/2010,85.32,2.623,210.7577954,8.099,False
2,07/23/2010,87.66,2.608,210.8921319,8.099,False
2,07/30/2010,83.49,2.64,211.0264684,8.099,False
2,08/06/2010,89.53,2.627,211.1608049,8.099,False
2,08/13/2010,89.05,2.692,211.2951413,8.099,False
2,08/20/2010,88.7,2.664,211.2596586,8.099,False
2,08/27/2010,87.12,2.619,211.2241759,8.099,False
2,09/03/2010,81.83,2.577,211.1886931,8.099,False
2,09/10/2010,79.09,2.565,211.1532104,8.099,True
2,09/17/2010,82.05,2.582,211.1806415,8.099,False
2,09/24/2010,81.79,2.624,211.2552578,8.099,False
2,10/01/2010,69.24,2.603,211.3298742,8.163,False
2,10/08/2010,63.19,2.633,211.4044906,8.163,False
2,10/15/2010,65.8,2.72,211.4713286,8.163,False
2,10/22/2010,68.5,2.725,211.5187208,8.163,False
2,10/29/2010,66.24,2.716,211.5661131,8.163,False
2,11/05/2010,57.85,2.689,211.6135053,8.163,False
2,11/12/2010,59.69,2.728,211.6608975,8.163,False
2,11/19/2010,50.81,2.771,211.5470304,8.163,False
2,11/26/2010,62.98,2.735,211.4062867,8.163,True
2,12/03/2010,49.33,2.708,211.265543,8.163,False
2,12/10/2010,45.5,2.843,211.1247993,8.163,False
2,12/17/2010,47.55,2.869,211.0645458,8.163,False
2,12/24/2010,49.97,2.886,211.0646599,8.163,False
2,12/31/2010,47.3,2.943,211.064774,8.163,True
2,01/07/2011,44.69,2.976,211.0648881,8.028,False
2,01/14/2011,33.02,2.983,211.1176713,8.028,False
2,01/21/2011,41.4,3.016,211.4864691,8.028,False
2,01/28/2011,42.83,3.01,211.8552668,8.028,False
2,02/04/2011,38.25,2.989,212.2240646,8.028,False
2,02/11/2011,33.19,3.022,212.5928624,8.028,True
2,02/18/2011,57.83,3.045,212.9033115,8.028,False
2,02/25/2011,60.8,3.065,213.190421,8.028,False
2,03/04/2011,57.77,3.288,213.4775305,8.028,False
2,03/11/2011,52.7,3.459,213.7646401,8.028,False
2,03/18/2011,62.32,3.488,214.0156238,8.028,False
2,03/25/2011,69.42,3.473,214.2521573,8.028,False
2,04/01/2011,55.43,3.524,214.4886908,7.931,False
2,04/08/2011,67.0,3.622,214.7252242,7.931,False
2,04/15/2011,69.48,3.743,214.9420631,7.931,False
2,04/22/2011,69.39,3.807,215.1096657,7.931,False
2,04/29/2011,69.21,3.81,215.2772683,7.931,False
2,05/06/2011,61.48,3.906,215.4448709,7.931,False
2,05/13/2011,74.61,3.899,215.6124735,7.931,False
2,05/20/2011,67.14,3.907,215.3834778,7.931,False
2,05/27/2011,76.42,3.786,215.1544822,7.931,False
2,06/03/2011,83.07,3.699,214.9254865,7.931,False
2,06/10/2011,83.4,3.648,214.6964908,7.931,False
2,06/17/2011,86.53,3.637,214.6513538,7.931,False
2,06/24/2011,85.17,3.594,214.7441108,7.931,False
2,07/01/2011,85.69,3.524,214.8368678,7.852,False
2,07/08/2011,87.7,3.48,214.9296249,7.852,False
2,07/15/2011,89.83,3.575,215.0134426,7.852,False
2,07/22/2011,89.34,3.651,215.0749122,7.852,False
2,07/29/2011,90.07,3.682,215.1363819,7.852,False
2,08/05/2011,93.34,3.684,215.1978515,7.852,False
2,08/12/2011,91.58,3.638,215.2593211,7.852,False
2,08/19/2011,89.86,3.554,215.3229307,7.852,False
2,08/26/2011,90.45,3.523,215.386897,7.852,False
2,09/02/2011,89.64,3.533,215.4508632,7.852,False
2,09/09/2011,77.97,3.546,215.5148295,7.852,True
2,09/16/2011,78.85,3.526,215.6944378,7.852,False
2,09/23/2011,75.58,3.467,216.0282356,7.852,False
2,09/30/2011,78.14,3.355,216.3620333,7.852,False
2,10/07/2011,69.92,3.285,216.6958311,7.441,False
2,10/14/2011,71.67,3.274,217.0048261,7.441,False
2,10/21/2011,64.53,3.353,217.1650042,7.441,False
2,10/28/2011,65.87,3.372,217.3251824,7.441,False
2,11/04/2011,55.53,3.332,217.4853605,7.441,False
2,11/11/2011,59.33,3.297,217.6455387,7.441,False
2,11/18/2011,62.01,3.308,217.8670218,7.441,False
2,11/25/2011,56.36,3.236,218.1130269,7.441,True
2,12/02/2011,48.74,3.172,218.3590319,7.441,False
2,12/09/2011,41.76,3.158,218.605037,7.441,False
2,12/16/2011,50.13,3.159,218.8217928,7.441,False
2,12/23/2011,46.66,3.112,218.9995495,7.441,False
2,12/30/2011,44.57,3.129,219.1773063,7.441,True
2,01/06/2012,46.75,3.157,219.355063,7.057,False
2,01/13/2012,45.99,3.261,219.5328198,7.057,False
2,01/20/2012,51.7,3.268,219.6258417,7.057,False
2,01/27/2012,50.5,3.29,219.7188636,7.057,False
2,02/03/2012,55.21,3.36,219.8118854,7.057,False
2,02/10/2012,46.98,3.409,219.9049073,7.057,True
2,02/17/2012,43.82,3.51,220.0651993,7.057,False
2,02/24/2012,54.63,3.555,220.275944,7.057,False
2,03/02/2012,58.79,3.63,220.4866886,7.057,False
2,03/09/2012,57.11,3.669,220.6974332,7.057,False
2,03/16/2012,63.68,3.734,220.8498468,7.057,False
2,03/23/2012,64.01,3.787,220.9244858,7.057,False
2,03/30/2012,66.83,3.845,220.9991248,7.057,False
2,04/06/2012,68.43,3.891,221.0737638,6.891,False
2,04/13/2012,68.08,3.891,221.1484028,6.891,False
2,04/20/2012,65.69,3.877,221.2021074,6.891,False
2,04/27/2012,67.2,3.814,221.255812,6.891,False
2,05/04/2012,76.73,3.749,221.3095166,6.891,False
2,05/11/2012,73.87,3.688,221.3632212,6.891,False
2,05/18/2012,71.27,3.63,221.380331,6.891,False
2,05/25/2012,78.19,3.561,221.3828029,6.891,False
2,06/01/2012,78.38,3.501,221.3852748,6.891,False
2,06/08/2012,78.69,3.452,221.3877467,6.891,False
2,06/15/2012,80.56,3.393,221.4009901,6.891,False
2,06/22/2012,81.04,3.346,221.4411622,6.891,False
2,06/29/2012,86.32,3.286,221.4813343,6.891,False
2,07/06/2012,84.2,3.227,221.5215064,6.565,False
2,07/13/2012,80.17,3.256,221.5616784,6.565,False
2,07/20/2012,83.23,3.311,221.5701123,6.565,False
2,07/27/2012,86.37,3.407,221.5785461,6.565,False
2,08/03/2012,90.22,3.417,221.5869799,6.565,False
2,08/10/2012,88.55,3.494,221.5954138,6.565,False
2,08/17/2012,84.79,3.571,221.6751459,6.565,False
2,08/24/2012,76.91,3.62,221.8083518,6.565,False
2,08/31/2012,82.64,3.638,221.9415576,6.565,False
2,09/07/2012,87.65,3.73,222.0747635,6.565,True
2,09/14/2012,75.88,3.717,222.2174395,6.565,False
2,09/21/2012,71.09,3.721,222.4169362,6.565,False
2,09/28/2012,79.45,3.666,222.6164329,6.565,False
2,10/05/2012,70.27,3.617,222.8159296,6.17,False
2,10/12/2012,60.97,3.601,223.0154263,6.17,False
2,10/19/2012,68.08,3.594,223.0598077,6.17,False
2,10/26/2012,69.79,3.506,223.0783366,6.17,False
2,11/02/2012,56.4,3.386,223.0968655,6.17,False
2,11/09/2012,61.9,3.314,223.1153944,6.17,False
2,11/16/2012,52.72,3.252,223.1469028,6.17,False
2,11/23/2012,58.06,3.211,223.1957173,6.17,True
2,11/30/2012,52.64,3.207,223.2445318,6.17,False
2,12/07/2012,64.19,3.198,223.2933463,6.17,False
2,12/14/2012,47.69,3.168,223.3523969,6.17,False
2,12/21/2012,55.14,3.098,223.4728642,6.17,False
2,12/28/2012,41.56,3.108,223.5933316,6.17,True
2,01/04/2013,39.12,3.161,223.7137989,6.237,False
2,01/11/2013,47.42,3.243,223.8342663,6.237,False
2,01/18/2013,40.98,3.237,223.86882,6.237,False
2,01/25/2013,51.33,3.227,223.8690083,6.237,False
2,02/01/2013,54.75,3.244,223.8691966,6.237,False
2,02/08/2013,56.08,3.417,223.8693849,6.237,True
2,02/15/2013,48.92,3.475,223.9106714,6.237,False
2,02/22/2013,48.16,3.597,224.0547032,6.237,False
2,03/01/2013,46.08,3.711,224.198735,6.237,False
2,03/08/2013,51.12,3.658,224.3427668,6.237,False
2,03/15/2013,55.14,3.622,224.469439,6.237,False
2,03/22/2013,59.97,3.611,224.5527121,6.237,False
2,03/29/2013,50.54,3.606,224.6359852,6.237,False
2,04/05/2013,58.3,3.583,224.7192583,6.112,False
2,04/12/2013,61.23,3.529,224.8025314,6.112,False
2,04/19/2013,67.05,3.451,224.8025314,6.112,False
2,04/26/2013,58.13,3.417,224.8025314,6.112,False
3,02/05/2010,45.71,2.572,214.4248812,7.368,False
3,02/12/2010,47.93,2.548,214.5747916,7.368,True
3,02/19/2010,47.07,2.514,214.6198868,7.368,False
3,02/26/2010,52.05,2.561,214.6475127,7.368,False
3,03/05/2010,53.04,2.625,214.6751386,7.368,False
3,03/12/2010,63.08,2.667,214.7027646,7.368,False
3,03/19/2010,60.42,2.72,214.5301219,7.368,False
3,03/26/2010,57.06,2.732,214.3241011,7.368,False
3,04/02/2010,65.56,2.719,214.1180803,7.343,False
3,04/09/2010,68.0,2.77,213.9120595,7.343,False
3,04/16/2010,66.98,2.808,213.7726889,7.343,False
3,04/23/2010,67.87,2.795,213.7221852,7.343,False
3,04/30/2010,70.24,2.78,213.6716815,7.343,False
3,05/07/2010,73.47,2.835,213.6211778,7.343,False
3,05/14/2010,77.18,2.854,213.6196139,7.343,False
3,05/21/2010,75.81,2.826,213.9116886,7.343,False
3,05/28/2010,78.6,2.759,214.2037634,7.343,False
3,06/04/2010,78.53,2.705,214.4958382,7.343,False
3,06/11/2010,82.1,2.668,214.787913,7.343,False
3,06/18/2010,83.52,2.637,214.7858259,7.343,False
3,06/25/2010,83.79,2.653,214.6660741,7.343,False
3,07/02/2010,82.2,2.669,214.5463222,7.346,False
3,07/09/2010,81.75,2.642,214.4265704,7.346,False
3,07/16/2010,84.32,2.623,214.4176476,7.346,False
3,07/23/2010,83.32,2.608,214.5564968,7.346,False
3,07/30/2010,82.04,2.64,214.695346,7.346,False
3,08/06/2010,85.13,2.627,214.8341952,7.346,False
3,08/13/2010,86.74,2.692,214.9730444,7.346,False
3,08/20/2010,88.02,2.664,214.9314191,7.346,False
3,08/27/2010,86.15,2.619,214.8897938,7.346,False
3,09/03/2010,84.16,2.577,214.8481685,7.346,False
3,09/10/2010,80.84,2.565,214.8065431,7.346,True
3,09/17/2010,82.36,2.582,214.8322484,7.346,False
3,09/24/2010,76.9,2.624,214.9084516,7.346,False
3,10/01/2010,73.6,2.603,214.9846548,7.564,False
3,10/08/2010,66.99,2.633,215.060858,7.564,False
3,10/15/2010,69.71,2.72,215.1293114,7.564,False
3,10/22/2010,71.64,2.725,215.17839,7.564,False
3,10/29/2010,72.04,2.716,215.2274686,7.564,False
3,11/05/2010,62.94,2.689,215.2765472,7.564,False
3,11/12/2010,62.79,2.728,215.3256258,7.564,False
3,11/19/2010,57.72,2.771,215.2074519,7.564,False
3,11/26/2010,68.71,2.735,215.0614025,7.564,True
3,12/03/2010,53.76,2.708,214.9153531,7.564,False
3,12/10/2010,51.13,2.843,214.7693037,7.564,False
3,12/17/2010,52.2,2.869,214.704919,7.564,False
3,12/24/2010,57.16,2.886,214.7017828,7.564,False
3,12/31/2010,53.2,2.943,214.6986466,7.564,True
3,01/07/2011,53.35,2.976,214.6955104,7.551,False
3,01/14/2011,44.76,2.983,214.7470729,7.551,False
3,01/21/2011,50.74,3.016,215.1268275,7.551,False
3,01/28/2011,48.71,3.01,215.5065821,7.551,False
3,02/04/2011,45.95,2.989,215.8863367,7.551,False
3,02/11/2011,43.57,3.022,216.2660913,7.551,True
3,02/18/2011,61.58,3.045,216.5843571,7.551,False
3,02/25/2011,67.4,3.065,216.8780275,7.551,False
3,03/04/2011,65.11,3.288,217.1716979,7.551,False
3,03/11/2011,61.29,3.459,217.4653683,7.551,False
3,03/18/2011,69.47,3.488,217.7235226,7.551,False
3,03/25/2011,72.94,3.473,217.9674705,7.551,False
3,04/01/2011,68.76,3.524,218.2114184,7.574,False
3,04/08/2011,72.55,3.622,218.4553663,7.574,False
3,04/15/2011,75.88,3.743,218.6788642,7.574,False
3,04/22/2011,76.91,3.807,218.851237,7.574,False
3,04/29/2011,78.69,3.81,219.0236099,7.574,False
3,05/06/2011,69.45,3.906,219.1959827,7.574,False
3,05/13/2011,79.87,3.899,219.3683556,7.574,False
3,05/20/2011,75.79,3.907,219.127216,7.574,False
3,05/27/2011,84.41,3.786,218.8860765,7.574,False
3,06/03/2011,84.29,3.699,218.6449369,7.574,False
3,06/10/2011,84.84,3.648,218.4037974,7.574,False
3,06/17/2011,86.96,3.637,218.3551748,7.574,False
3,06/24/2011,84.94,3.594,218.45094,7.574,False
3,07/01/2011,85.1,3.524,218.5467052,7.567,False
3,07/08/2011,85.38,3.48,218.6424704,7.567,False
3,07/15/2011,87.14,3.575,218.7275216,7.567,False
3,07/22/2011,86.19,3.651,218.7857881,7.567,False
3,07/29/2011,88.07,3.682,218.8440545,7.567,False
3,08/05/2011,88.45,3.684,218.9023209,7.567,False
3,08/12/2011,88.88,3.638,218.9605873,7.567,False
3,08/19/2011,88.44,3.554,219.023271,7.567,False
3,08/26/2011,87.67,3.523,219.0866908,7.567,False
3,09/02/2011,89.12,3.533,219.1501106,7.567,False
3,09/09/2011,81.72,3.546,219.2135305,7.567,True
3,09/16/2011,83.63,3.526,219.3972867,7.567,False
3,09/23/2011,80.19,3.467,219.7414914,7.567,False
3,09/30/2011,82.58,3.355,220.085696,7.567,False
3,10/07/2011,75.54,3.285,220.4299007,7.197,False
3,10/14/2011,73.75,3.274,220.7486167,7.197,False
3,10/21/2011,69.03,3.353,220.9144005,7.197,False
3,10/28/2011,71.04,3.372,221.0801842,7.197,False
3,11/04/2011,59.31,3.332,221.245968,7.197,False
3,11/11/2011,61.7,3.297,221.4117517,7.197,False
3,11/18/2011,63.91,3.308,221.6432852,7.197,False
3,11/25/2011,68.0,3.236,221.9011185,7.197,True
3,12/02/2011,54.97,3.172,222.1589519,7.197,False
3,12/09/2011,49.26,3.158,222.4167852,7.197,False
3,12/16/2011,57.95,3.159,222.6426418,7.197,False
3,12/23/2011,53.41,3.112,222.8258628,7.197,False
3,12/30/2011,48.29,3.129,223.0090839,7.197,True
3,01/06/2012,52.42,3.157,223.1923049,6.833,False
3,01/13/2012,51.86,3.261,223.3755259,6.833,False
3,01/20/2012,56.2,3.268,223.4700552,6.833,False
3,01/27/2012,58.06,3.29,223.5645845,6.833,False
3,02/03/2012,59.33,3.36,223.6591137,6.833,False
3,02/10/2012,51.65,3.409,223.753643,6.833,True
3,02/17/2012,52.39,3.51,223.9170153,6.833,False
3,02/24/2012,60.12,3.555,224.1320199,6.833,False
3,03/02/2012,61.65,3.63,224.3470245,6.833,False
3,03/09/2012,60.71,3.669,224.5620291,6.833,False
3,03/16/2012,64.0,3.734,224.7166953,6.833,False
3,03/23/2012,66.53,3.787,224.7909104,6.833,False
3,03/30/2012,69.36,3.845,224.8651254,6.833,False
3,04/06/2012,73.01,3.891,224.9393405,6.664,False
3,04/13/2012,72.83,3.891,225.0135556,6.664,False
3,04/20/2012,72.05,3.877,225.0689541,6.664,False
3,04/27/2012,73.39,3.814,225.1243526,6.664,False
3,05/04/2012,79.51,3.749,225.1797511,6.664,False
3,05/11/2012,75.19,3.688,225.2351496,6.664,False
3,05/18/2012,72.38,3.63,225.2512024,6.664,False
3,05/25/2012,78.58,3.561,225.2515168,6.664,False
3,06/01/2012,81.55,3.501,225.2518313,6.664,False
3,06/08/2012,81.65,3.452,225.2521458,6.664,False
3,06/15/2012,84.66,3.393,225.2644795,6.664,False
3,06/22/2012,82.7,3.346,225.3068615,6.664,False
3,06/29/2012,86.42,3.286,225.3492435,6.664,False
3,07/06/2012,83.14,3.227,225.3916254,6.334,False
3,07/13/2012,82.28,3.256,225.4340074,6.334,False
3,07/20/2012,81.38,3.311,225.4438827,6.334,False
3,07/27/2012,84.94,3.407,225.4537579,6.334,False
3,08/03/2012,86.55,3.417,225.4636332,6.334,False
3,08/10/2012,85.85,3.494,225.4735085,6.334,False
3,08/17/2012,87.36,3.571,225.5558664,6.334,False
3,08/24/2012,83.01,3.62,225.6925864,6.334,False
3,08/31/2012,85.18,3.638,225.8293063,6.334,False
3,09/07/2012,84.99,3.73,225.9660263,6.334,True
3,09/14/2012,78.36,3.717,226.1122067,6.334,False
3,09/21/2012,72.78,3.721,226.3151496,6.334,False
3,09/28/2012,77.46,3.666,226.5180926,6.334,False
3,10/05/2012,72.74,3.617,226.7210356,6.034,False
3,10/12/2012,70.31,3.601,226.9239785,6.034,False
3,10/19/2012,73.44,3.594,226.9688442,6.034,False
3,10/26/2012,74.66,3.506,226.9873637,6.034,False
